ObservationType,Country,CountryCode,RowID,Continent,Region,Year,HappinessScore,PredictedHappinessScore,CountryRank,P_ControlOfCorruption,P_PoliticalStability,P_RuleOfLaw,P_VoiceAndAccountability,P_GovernmentEffectiveness,P_CorruptionPerceptionIndex,P_ElectoralDemocracyIndex,P_FreedomOfExpression,P_FreedomOfAssociation,P_PopulationPctWithSuffrage,P_CleanElectionsIndex,P_ElectedOfficialsIndex,S_TotalPopulation,S_PopulationAged14OrLess,S_PopulationAged15To64,S_PopulationAged65OrMore,S_NetMigration,S_UrbanPopulation,S_UrbanPopPctOfTotal,S_LaborParticipRateFemale,S_LaborForcePctFemale,S_AccessToCleanFuelsPctOfTotal,S_AccessToCleanFuelsPctOfRural,S_AccessToCleanFuelsPctOfUrban,S_AccessToElectricityPctOfTotal,S_AccessToElectricityPctOfRural,S_AccessToElectricityPctOfUrban,S_CompulsoryEducationYears,S_PrimaryEducationYears,S_SecondaryEducationYears,S_LowerSecEduPctOfTotal,S_UpperSecEduPctOfTotal,E_GDPPerCapitaConstant,E_GDPPerCapitaCurrent,E_GiniIndex,E_PovertyGap215PctOfPop,E_PovertyGap365PctOfPop,E_PovertyGap685PctOfPop,E_PovertyGap215Headcount,E_PovertyGap365Headcount,E_PovertyGap685Headcount,E_LaborTaxPctOfProfits,E_ProfitTaxPctOfProfits,E_TotalTaxPctOfProfits,E_ImportsPctOfGDP,E_ExportsPctOfGDP,E_ConsumerPriceInflation,E_FemaleUnemployment,E_MaleUnemployment,E_TotalUnemployment,E_TotalUnemploymentLocalEst,E_YouthUnemployment,E_YouthUnemploymentLocalEst,E_HealthExpenditurePctOfGDP,E_HealthExpenditurePerCapita,E_EducationExpenditurePctOfGDP,E_MilitaryExpenditurePctOfGDP,V_CO2EmissionsKgPerConstantGDP,V_CO2EmissionsKgPerGDP,V_CO2EmissionsKt,V_CO2PerCapita,V_AgriculturalLandPctOfTotal,V_ArableLandPctOfTotal,V_FertilizerUseKgPerHectare,V_ForestAreaPctOfTotal,V_TotalLandArea,H_TotalSuicideRate,H_FemaleSuicideRate,H_MaleSuicideRate,H_AirPollutionMeanExpPctOfPop,H_AirPollutionOverExpPctOfPop
Historical data,Zimbabwe,ZWE,Zimbabwe_2006,Africa,Sub-Saharan Africa,2006,3.826268434524536,3.860195413986844,78,-1.3729487657547,-0.931996047496796,-1.75168538093567,-1.53924381732941,-1.26054012775421,24,0.255,0.277,0.633,1,0.082,0.95,12330490,5219789,6753503,357199,-70231,4183242,33.926,61.914,50.7528632293456,31.6,4.4,83.8,37.2,9.37076043346171,91.4,7,7,6,46.0166702270508,10.3575096130371,1736.35833328702,1632.78353041072,44.22,9.04,28.14,48.33,27.37,54.05,80.8,4.7,16.3,30.2,46.8644802486601,35.9561685274509,2.9009864735787487,4.53,4.409,4.692,4.39,8.245,7.61,5.753197479,187.44487590125297,44.3339805603027,1.98624247635426,0.457343849884793,0.486355227214516,9791.8,0.794112804925027,42.1351945198397,10.5984231614321,32.3563414634146,46.7611735814915,386850,14.4,14.1,14.7,23.60684227,100
Historical data,Burkina Faso,BFA,Burkina Faso_2006,Africa,Sub-Saharan Africa,2006,3.8014907836914063,3.8913366867701216,79,-0.310118108987808,0.155799552798271,-0.433823466300964,-0.341833859682083,-0.80056357383728,32,0.547,0.795,0.86,1,0.474,1,14316242,6499771,7424317,392155,-4220,3198105,22.339,61.867,42.742959838701,4.3,0.900000000000001,16.7,11.5869636535644,1.3868080033124,47.0475654602051,10,6,7,7.93815994262695,4.00731992721558,1521.15445427702,1248.87304213661,43.3,22.1,41.4,63.3,54.7,79.2,93.8,22.6,19.3,47.6,24.1496788527529,10.9568635027021,2.33310856372217,2.58,3.161,3.658,4,5.912,6.306,4.51446247,56.3200336565056,3.98218989372253,1.11032179719724,0.0643094161285346,0.0783302637620502,1400.48,0.0978245547958745,39.437134502924,17.0504385964912,13.5048231511254,25.2796052631579,273600,8.1,4.7,11.5,54.9070878,100
Historical data,Haiti,HTI,Haiti_2006,Americas,Latin America & Caribbean,2006,3.7541561126708984,3.835103386561079,80,-1.32642245292664,-1.39154350757599,-1.41297435760498,-0.712554454803467,-1.29662132263184,18,0.367,0.795,0.673,1,0.286,1,9266288,3490298,5416273,359717,-26641,4040472,43.604,60.459,46.4566117875774,3.3,0.900000000000001,6.5,33.9,6.83886351911357,68.9,6,6,7,10.0275402069092,2.26097011566162,2911.58577058975,2489.97904183478,41.37,12.51,29.86,51.61,33.27,62.2,90.12,12.4,23.8,40.4,28.0359023427962,9.0211680658731,11.3452152244299,8.3,13.8,15.664,7.2,36.482,17.9,3.48013902,86.5626901508173,1.07398998737335,0.106210123351765,0.0637074119474019,0.0744944399092107,1718.8,0.185489594107155,64.2235123367199,36.2844702467344,7.45828,13.7622641509434,27560,9.6,9.5,9.7,18.63563931,100
Historical data,Niger,NER,Niger_2006,Africa,Sub-Saharan Africa,2006,3.7369518280029297,3.906716313521069,81,-0.848922550678253,-0.227475315332413,-0.601572275161743,-0.324552685022354,-0.825250744819641,23,0.578,0.798,0.795,1,0.594,1,14365168,6959956,7074702,330510,-10071,2332616,16.238,70.075,43.0246563834298,1.1,0.2,5.2,9.3,1.9527517687021,47.2,7.8,6,7,0.600000023841858,0.200000002980232,965.357252529784,928.796178051252,44.4,40.9,60.3,77.2,80.5,92.8,98.1,19.6,15,42.5,22.6609305610612,13.8704426231817,0.0404858299595059,2.7,2.921,2.653,3.1,5.121,3.16,5.99335575,55.4475818986233,2.55852007865906,0.715211768830327,0.053183124826518297,0.0552766220153882,737.518,0.0513407152634762,33.9377911107602,11.1604957764269,0.527622550753342,0.989642377832162,1266700,5.2,3.4,7.1,79.28608804,100
Historical data,Uganda,UGA,Uganda_2006,Africa,Sub-Saharan Africa,2006,3.733583927154541,4.001409719149273,82,-0.787619292736053,-1.14034521579742,-0.325426667928696,-0.445383280515671,-0.581117987632751,27,0.332,0.723,0.551,1,0.156,0.94,28773227,14525767,13727841,519620,-156293,5013735,17.425,65.701,47.9073229990763,0.800000000000001,0.4,2.9,9,2.07853433903385,41.8,7.2,7,6,11.5188798904419,6.45393991470337,1588.00225497476,1660.76042841045,42.9,22.4,42.7,64.6,58,81.2,94.3,11.3,21.5,35,28.3578724062492,15.2754133833713,7.31067613561862,2.1,1.993,2.276,1.9,3.568,3.394,6.46332979,93.8504545559422,4.95237016677856,1.50342601664363,0.0525147216012264,0.0502140434559467,2399.5,0.0833934963221192,67.3777588709274,30.5290025524248,1.2544262295082,14.5910214703969,199810,9.4,4.3,14.6,36.4345178,100
Historical data,Georgia,GEO,Georgia_2006,Asia,Europe & Central Asia,2006,3.6751084327697754,3.94868992503484,83,0.0501524582505226,-0.966098785400391,-0.461667329072952,-0.0927100256085396,-0.244788363575935,28,0.549,0.727,0.834,1,0.552,1,3880347,763250,2562225,554872,-31733,2095077,53.992,57.295,47.1028979273109,56.5,20,90.3,100,100,100,9,6,5,91.1067733764648,83.6632766723633,8049.90605481459,5866.58887734462,36.9,3.8,12.1,32.8,12.6,35.6,72.7,22.6,14.1,38.6,56.6545080094852,32.4708663587118,9.16096508394495,11.65,15.26,13.57,13.57,29.674,28.29,7.63208008,453.566694680505,3.00364995002747,5.21830695097827,0.150506961874036,0.206519824213409,4701.3,1.21156690368155,36.2354295582098,6.64843862426248,47.5281385281385,40.2601813210534,69490,6.2,2.3,10.3,16.51679403,100
Historical data,Sierra Leone,SLE,Sierra Leone_2006,Africa,Sub-Saharan Africa,2006,3.6281850337982178,3.650141958554586,84,-1.02614569664001,-0.302883803844452,-0.992507755756378,-0.326508969068527,-1.1003794670105,22,0.565,0.789,0.815,1,0.575,0.975,5809774,2543777,3076279,189718,-34052,2167220,37.303,66.548,50.5188417989307,0.3,0.3,0.3,12.2133512496948,9.67293759489678,32.0163078308105,9,6,6,18.9370498657227,12.1297397613525,1239.0607530616,937.049915554938,40.2,23.9,44.9,66.3,61.3,83.7,94.8,11.3,0,272,25.3567317369723,17.0736620372813,9.034300382722641,2.26,4.77,3.679,3.42,5.939,5.15,10.39399529,98.5361315276714,2.8372700214386,1.48639584786552,0.082043013307127,0.108485445827685,590.6,0.101656277851772,55.8309781102799,23.412025491826,8.22963168982413,38.9452479911333,72180,6.5,4.4,8.6,49.70736055,100
Historical data,Cambodia,KHM,Cambodia_2006,Asia,East Asia & Pacific,2006,3.568744659423828,3.7963126993974052,85,-1.26038551330566,-0.345979183912277,-1.23822462558746,-0.931646049022675,-0.981054723262787,21,0.315,0.427,0.581,1,0.264,1,13477779,4683339,8339771,454670,-10451,2600268,19.293,70.797,47.6879836573666,7.6,2.2,31.8,27.4857883453369,16.1076391274395,75.0831680297852,7.2,6,6,14.020950007438667,6.834712886810308,2313.3303319564,1938.93146781882,39.14,11.07,31.12,52.879999999999995,39.64,65.69,88.99000000000001,0,19.4,21.5,76.0212083821591,68.5932451239154,5.81068550464307,7.36,1.221,1.209,7.53,2.092,1.46,6.11889315,118.51514648546,1.71982002258301,1.04310007952657,0.0950332689578167,0.113383761764617,2963,0.219843343625088,30.3365057783821,20.9607976433265,10.3195162162162,60.4233967822343,176520,5.7,3.7,7.7,29.35286761,100
Historical data,Chad,TCD,Chad_2006,Africa,Sub-Saharan Africa,2006,3.434800624847412,3.680835311174393,86,-1.36100935935974,-1.83175504207611,-1.55299854278564,-1.4184205532074,-1.46016418933868,20,0.282,0.563,0.456,1,0.112,1,10365614,5028342,5083919,253353,23055,2263228,21.834,56.63,43.068742975637,2.3,0.900000000000001,6.7,5.11273193359375,1.75975588345144,17.1164302825928,10,6,7,11.870926761627178,5.51997995376587,1586.36410518888,1562.90704594561,39.8,23.2,43.3,65.7,57.8,82.6,95.9,23.9,31.3,74,48.3287874187311,47.5844412158485,8.03628897951331,0.3,1.203,0.912,0.7,1.569,1.196,4.86643076,76.2001295951216,1.69476997852325,2.99562653940135,0.0495754042443907,0.0503194620547298,815.2,0.07864464179353,38.8580050825921,3.09720457433291,3.41607692307692,4.65311308767471,1259200,7.5,3.6,11.3,59.44666881,100
Historical data,Benin,BEN,Benin_2006,Africa,Sub-Saharan Africa,2006,3.329801559448242,3.527182527303697,87,-0.58709591627121,0.547892570495605,-0.53156977891922,0.362777709960938,-0.647012531757355,25,0.676,0.85,0.877,1,0.692,1,8402631,3721628,4414563,266439,-15131,3449196,41.049,68.415,47.8481162538445,2.9,0.6,5.89999999999999,27.9,7.91549930502772,56.6,6,6,7,14.3174495697021,1.10000002384186,2549.19441865313,2090.28425488276,38.6,18.2,39.4,63.1,53.1,80.8,95.1,30.9,21.4,65.7,21.7167729998912,18.057925712964,3.78217696540374,0.43,0.931,0.859,0.69,1.444,0.82,2.97331023,62.0846302899978,2.56340003013611,0.665723323947751,0.162063945666995,0.197644174372054,3471.4,0.413132505759208,29.6204327775807,22.1709826179496,0.0132,34.0116175948918,112760,8.6,4.5,12.9,41.76793893,100
Historical data,Togo,TGO,Togo_2006,Africa,Sub-Saharan Africa,2006,3.2024292945861816,3.2369307905832927,88,-1.04960680007935,-0.527322232723236,-0.948749899864197,-1.19514667987823,-1.49391078948975,24,0.34,0.732,0.744,1,0.075,1,5874240,2475735,3236512,161993,21722,2094108,35.649,56.24,47.623888848066,1.5,0.3,3.6,27.9,7.40283323439499,64.9,10,6,7,1.08938002586365,0.367159992456436,1543.17550652056,1384.8914248082,42.2,24.9,44.6,65.7,61,81.4,94.7,28.3,11,52.5,37.997254855542,26.0285095194045,2.2289777941403,4.17,4.292,4.23,4.23,7.446,6.8,3.44603634,47.3238993785825,2.52774000167847,1.45744020230587,0.173149795232127,0.192939690559694,1569.6,0.267200522961268,65.6370656370656,43.9419010847582,0.0138786610878661,22.995175583747,54390,11,5.7,16.4,43.52693562,100
Historical data,Denmark,DNK,Denmark_2007,Europe,Europe & Central Asia,2007,7.834233283996582,7.828878682136535,1,2.43483400344849,1.1181892156601,1.99517047405243,1.47770440578461,2.34719085693359,94,0.92,0.989,0.929,1,0.963,1,5461438,1010436,3608446,842556,13067,4712839,86.293,76.073,46.9449556936945,100,100,100,100,100,100,9,6,6,99.4005966186523,75.8241806030273,53569.0280238008,39011.1393871609,26.2,0,0.1,0.3,0,0.3,0.6,2.5,25.8,31.3,48.5853161257883,51.4825350512378,1.69326586220319,4.2,3.448,3.8,3.8,7.489,7.52,9.3251543,3646.97354061193,7.61560010910034,1.30724682939246,0.182563178116704,0.250690755468335,53411.4,9.77973200464786,66.575,57.65,142.411968777103,14.550575,40000,12.6,8.8,16.5,13.09783363,97.1396754720324
Historical data,New Zealand,NZL,New Zealand_2007,Oceania,East Asia & Pacific,2007,7.604173183441162,7.45797350025177,2,2.31768393516541,1.24336647987366,1.82681655883789,1.47794735431671,1.65778410434723,94,0.887,0.964,0.919,1,0.941,1,4223800,892132,2808773,522895,2976,3646829,86.34,72.058,46.622906314301,100,100,100,100,100,100,10,6,7,63.1911506652832,72.772331237793,38637.6954505773,29332.4991644673,31.78,0.07,0.07,0.36,0.13,0.16,0.57,2.4,32,35.5,29.1520466269894,29.2731139479196,2.37614310290657,3.97,3.395,3.66,3.66,10.124,10.1,8.32904434,2447.5606349233,5.7898120880127,1.18204532109871,0.20386598356187,0.268538720189851,33270.5,7.87691178559591,43.625384527743,1.6368538984467,1943.32946635731,37.4038813565759,263310,12.3,6.3,18.7,6.348300787,10.2826206003298
Historical data,United States,USA,United States_2007,Americas,North America,2007,7.512687683105469,7.370264009952543,3,1.37706923484802,0.374478042125702,1.61114573478699,1.10981047153473,1.64327275753021,72,0.898,0.968,0.943,1,0.933,1,301231207,61045141,202508658,37677408,1108509,241795278,80.269,67.739,46.0544135728248,100,100,100,100,100,100,12,6,6,94.1919326782227,85.7510070800781,55885.6461740938,48050.2237771135,40.8,0.8,0.9,1.2,1,1.2,1.7,23.44,24.73,44.739999999999995,16.5482275199969,11.4637901622698,2.85267248150136,4.5,4.726,4.62,4.62,10.459,10.54,14.91463089,7130.71700554356,6.24331855773926,4.07335051467688,0.340747814201439,0.396312655428832,5736319.3,19.0429117790575,45.0623450106528,17.6578708393001,120.381693781679,33.5262477733925,9161920,12.4,5.5,19.5,10.91341302,44.220561764174
Historical data,Canada,CAN,Canada_2007,Americas,North America,2007,7.481752872467041,7.47822529443105,4,1.99088037014008,1.00701069831848,1.79710018634796,1.38467156887054,1.75481534004211,87,0.831,0.933,0.857,1,0.938,1,32889025,5631318,22865623,4392084,210817,26441461,80.396,74.838,47.0787643835762,100,100,100,100,100,100,10,6,6,83.6178283691406,79.4033889770508,45889.5621291537,39575.3097484091,33.8,0.1,0.2,0.3,0.2,0.2,0.5,12.3,25.4,44.3,32.0538645842577,34.229555163977,2.13838399266843,5.79,6.384,6.04,6.16,11.207,11.03,9.44540119,3741.06857224403,4.7664098739624,1.18579022996702,0.378749109085211,0.439178641512113,571632,17.3806307727274,6.6931456825485,4.33702634182469,78.8354850324041,38.7555239532479,8965590,11.5,6.1,17,9.020255828,19.6026822515034
Historical data,Netherlands,NLD,Netherlands_2007,Europe,Europe & Central Asia,2007,7.451879501342773,7.420263407230375,5,2.15947222709656,0.778468787670136,1.76987528800964,1.52343332767487,1.72176647186279,90,0.872,0.957,0.874,1,0.97,1,16381696,2940526,11051655,2389514,18739,13848922,84.539,71.002,45.2622903009016,100,100,100,100,100,100,13,6,6,90.2390975952148,67.44873046875,52909.9697572206,43944.713782019,29.6,0,0,0.1,0,0.1,0.4,15.8,25.8,41.8,61.6824135536282,68.7754574672546,1.61385859802103,5.2,3.286,4.15,4.15,9.375,9.36,9.05292606,3983.54233243941,4.88682985305786,1.35471679829449,0.189846718414136,0.228577757489219,164550.6,10.0447841297995,56.7061611374408,31.3921800947867,302.13908284582,10.9385663507109,33760,8.4,5.1,11.8,15.30183547,100
Historical data,Costa Rica,CRI,Costa Rica_2007,Americas,Latin America & Caribbean,2007,7.432132244110107,7.190768285910288,6,0.457115024328232,0.582772672176361,0.354344755411148,0.935347318649292,0.211472004652023,50,0.91,0.968,0.943,1,0.953,1,4440019,1164142,2969169,306709,6273,3026939,68.174,49.856,36.4388276544308,91.3,79.3,97.6,99.217998,97.7203456636256,99.917154,11,6,5,41.4900016784668,32.189998626709,15861.8745788087,11680.5728014243,49.3,0.7,1.9,7,1.8,5.9,20.3,32.3,19.2,58.1,45.8744583355135,40.5821375084213,9.35724456417162,6.82,3.19,4.49,4.56,11.124,10.72,6.99642611,816.225543748247,4.6345100402832,1.4397835108228547,0.10794861849379,0.146591051364824,7602.5,1.71226744750417,35.2526439482961,3.91696043869957,858.04355,56.1497453975715,51060,5.7,1.9,9.4,18.192241,99.999999999758
Historical data,Australia,AUS,Australia_2007,Oceania,East Asia & Pacific,2007,7.285390853881836,7.2632798856099425,7,2.00087285041809,0.928874909877777,1.74388742446899,1.3691999912262,1.81895518302917,86,0.876,0.968,0.889,1,0.951,1,20827622,4047567,14049608,2730447,251231,17666406,84.822,69.396,45.1469109208539,100,100,100,100,100,100,10,7,6,91.7246398925781,68.1897811889648,44109.6693742979,36628.96879145,33.1,0.4,0.6,0.7,0.7,0.7,1.2,22.2,27.2,50.1,21.8393360556619,20.1972095519184,2.32761128891476,4.79,4.045,4.38,4.38,9.361,9.37,8.05890179,3195.53425399365,4.65364980697632,1.81227323422698,0.418383042026454,0.503829025618313,384368.3,18.4547376555999,51.8536766332999,3.01016622626037,89.3276583783784,16.951498900069,7682300,10.9,5.5,16.2,6.904730947,33.4924203994519
Historical data,Saudi Arabia,SAU,Saudi Arabia_2007,Asia,Middle East & North Africa,2007,7.266694068908691,7.034721506595615,8,-0.169473513960838,-0.467305243015289,0.067988209426403,-1.70514690876007,-0.136533141136169,34,0.018,0.11,0.027,0,0,0,26400068,8432842,17349064,618162,495746,21496783,81.427,19.16,13.9921732987244,100,100,100,100,100,100,9,6,6,48.7981414794922,34.1683006286621,42024.6646472373,47129.5306906618,32.44,0.07,1.58,6.12,0.25,3.91,12.34,12.4,2.2,14.6,34.9258707957225,59.9374295648879,4.16782330119979,14.21,4.3,5.73,5.73,30.252,29.75,3.56229854,1678.54840199355,5.89117002487183,8.52704997826892,0.31963235844392,0.285011169794499,354617.4,13.4324426740113,80.7907186617605,1.60302183105471,113.029599535694,0.454484134921779,2149690,4.3,1.4,6.5,60.18568335,100
Historical data,Sweden,SWE,Sweden_2007,Europe,Europe & Central Asia,2007,7.241362571716309,7.323726926962533,9,2.23397564888,1.27147829532623,1.89182782173157,1.51013612747192,2.01871752738953,93,0.923,0.975,0.941,1,0.967,1,9148092,1545585,6009971,1592536,46383,7738188,84.588,76.795,47.4938336584208,100,100,100,100,100,100,9,6,6,90.4075012207031,80.3960723876953,48557.3843477247,40910.3236910077,27.1,0.3,0.4,0.6,0.4,0.6,0.9,36.4,16.8,53.8,41.5518218655185,47.6102603456699,2.21216883436735,6.47,5.88,6.16,6.16,19.245,19.27,7.99607754,3283.30978077378,6.17158985137939,1.29998150757256,0.10592866745666,0.125729120551201,47054.3,5.14361901913536,7.66166420803079,6.45996449646327,89.7241012388842,68.9841918182784,407339.7,14.5,9,20.1,7.30670874,3.99581018561098
Historical data,Belgium,BEL,Belgium_2007,Europe,Europe & Central Asia,2007,7.218839645385742,7.147806730747222,10,1.34741532802582,0.757325053215027,1.31538724899292,1.36077105998993,1.60233938694,71,0.885,0.975,0.885,1,0.964,1,10625700,1801583,7013018,1811099,50352,10360589,97.505,60.339,44.6951728583138,100,100,100,100,100,100,12,6,6,76.7874526977539,57.7329292297363,48590.4005353331,36795.8471504369,29.2,0.1,0.1,0.2,0.2,0.2,0.4,49.3,7.9,57.9,74.1666421724765,78.3018047028263,1.8230563002681,8.44,6.664,7.46,7.46,18.825,18.84,9.13628769,3374.4229177034,5.51823377609253,1.09801876439276,0.201248087247836,0.265756217715615,103905.8,9.77872516634198,45.1420079260238,27.7080581241744,335.088200238379,22.5594121532365,30280,18.7,11,26.7,15.83183972,98.9978822682005
Historical data,Spain,ESP,Spain_2007,Europe,Europe & Central Asia,2007,6.994614601135254,6.865804489135744,11,1.07903242111206,-0.276731640100479,1.1538097858429,1.12308669090271,0.987038195133209,67,0.873,0.958,0.891,1,0.953,1,45226803,6601152,31152612,7473040,774489,35159317,77.74,61.898,42.4336576607252,100,100,100,100,100,100,10,6,6,64.736328125,42.3230590820312,39519.8386999597,32473.6538915928,34.1,0.3,0.4,0.7,0.4,0.7,1.6,36.5,23.4,60.7,31.7628649449253,25.984738814678,2.78679745804947,10.7,6.41,8.23,8.23,18.09,18.09,7.9186573,2596.53459167014,4.25404977798462,1.36310631227691,0.19844010261068,0.241497950090792,354683.1,7.84232084677752,56.1078720121817,25.2168860571818,157.722231050373,36.2844202680772,499110,7.4,3.7,11.2,12.34932779,74.1582474024899
Historical data,Panama,PAN,Panama_2007,Americas,Latin America & Caribbean,2007,6.894139766693115,6.845234014193214,12,-0.339885622262955,-0.0613481253385544,-0.17409847676754,0.621265113353729,0.130122646689415,32,0.739,0.86,0.87,1,0.823,1,3431614,1028278,2197793,205544,4330,2205430,64.268,49.708,37.1546459370012,100,100,100,85.5415725708008,63.4909761231755,97.8013534545898,11,6,6,54.4599990844727,39.1599998474121,19949.5937318689,13646.45312115,52.7,2.2,5.7,13.6,6.7,14.9,30.5,21.7,12.2,44.7,78.1119099440354,71.4585428740128,4.16863316477154,9.27,4.753,5.844,6.78,13.284,21.63,7.62018394,1002.1196613782,3.5786600112915,0.974136501313688,0.109324802292287,0.159820678031554,7484.3,2.180985390548,30.0215227333871,7.26392251815981,34.0888888888889,58.6795130481571,74340,4.9,1.2,8.5,16.00965098,96.9250338519938
Historical data,Israel,ISR,Israel_2007,Asia,Middle East & North Africa,2007,6.8411149978637695,6.864349195480348,13,0.843343794345856,-1.25203287601471,0.816402733325958,0.740543842315674,1.23067355155945,61,0.758,0.862,0.814,1,0.914,1,7180100,1976598,4484313,719189,10792,6579915,91.641,65.361,45.8086030472978,100,100,100,100,100,100,11,6,6,84.3585891723633,76.7632522583008,33136.2197198223,28175.2072626615,41.1,0.2,0.4,2,0.5,1,7.2,5.9,24.6,32.9,40.2431134253197,39.3715408031531,0.455170953741928,9.81,9.013,9.38,9.38,16.23,16.22,6.8781251900000004,1954.47818118785,5.34991979598999,6.367865558416,0.279915585814,0.329202346874209,66597.9,9.27534435453545,23.9417744916821,14.1312384473198,344.996729888816,7.10258780036969,21640,5.2,2,8.4,23.26803051,100
Historical data,Singapore,SGP,Singapore_2007,Asia,East Asia & Pacific,2007,6.833754539489746,6.655796168486278,14,2.23121237754822,1.17421102523804,1.59572398662567,-0.363209664821625,2.40786051750183,93,0.394,0.344,0.57,1,0.78,0.89,4588599,753280,3514737,320582,147762,4588599,100,60.544,40.5154069656455,100,100,100,100,100,100,6,6,4,73.01171875,59.6462593078613,74064.6530833294,68793.7097837442,33.75,0.04,0.16,0.89,0.45,1.29,3.19,13.7,6.3,21.8,181.509078187707,212.779393731371,2.10488003633213,4.36,3.611,3.9,3.9,8.716,8.8,2.83749056,1916.15090648956,2.9467499256134,3.602552791077,0.112654591191782,0.121286135623336,38286,8.34372321486362,1.15107913669065,1.00719424460432,128.428571428571,25.2119424460432,695,10.7,8.1,13.1,16.01396045,100
Historical data,United Kingdom,GBR,United Kingdom_2007,Europe,Europe & Central Asia,2007,6.801930904388428,6.86690120967229,15,1.732870221138,0.574654936790466,1.72019219398499,1.3355964422226,1.64163875579834,84,0.87,0.966,0.901,1,0.93,1,61322463,10894833,40682733,9744896,279808,49351705,80.479,69.475,45.8821504652753,100,100,100,100,100,100,11,6,7,88.13240051269531,70.13282718658448,44046.5034673555,35546.2647067784,34.4,0.2,0.2,0.4,0.2,0.5,0.7,11.3,21.8,34.6,27.4149432782677,25.41920258353,2.38656150773328,4.96,5.517,5.26,5.26,14.175,14.28,8.60300064,3083.3960098014,4.92178010940552,2.37465777127738,0.196406748679461,0.243373828673263,530502.5,8.65103053672192,72.9425866986318,25.1519034431447,254.56039441249,12.5139503162072,241930,7.6,3.6,11.7,13.33739937,88.6541863617548
Historical data,Greece,GRC,Greece_2007,Europe,Europe & Central Asia,2007,6.646961212158203,6.48274312766393,16,0.261930704116821,0.523507833480835,0.859287738800049,0.983873903751373,0.551828980445862,46,0.888,0.96,0.92,1,0.951,1,11048473,1585988,7401422,2061063,-18697,8308341,75.199,55.036,40.5413871331016,100,100,100,100,100,100,9,6,6,61.5620307922363,52.171630859375,37619.6608561742,29323.9797257377,34,0.4,0.5,0.8,0.5,0.7,1.7,31.7,16.4,48.9,35.004104285311,22.5202697339856,2.89500321516574,12.92,5.272,8.4,8.35,22.668,22.88,8.39808273,2465.12117007577,3.62195110321045,2.67930592141264,0.250962247078805,0.321958844301122,104309.9,9.44111462280805,60.1474010861133,19.9146625290923,139.708881963381,29.56812257564,128900,3,1.1,5,19.15743208,100
Historical data,Italy,ITA,Italy_2007,Europe,Europe & Central Asia,2007,6.5744123458862305,6.567630591392519,17,0.33118924498558,0.446970045566559,0.467548191547394,1.11190748214722,0.191648334264755,52,0.865,0.947,0.93,1,0.916,0.99,58438310,8235532,38435856,11766923,485871,39722857,67.974,50.987,40.5278163166367,100,100,100,100,100,100,12,5,8,70.8761367797852,43.0896492004395,45356.5367193485,34145.5460579613,32.9,0.5,0.7,1,0.7,1.1,1.7,43.2,31.3,75.3,27.7004133784664,27.3610422532316,1.829741122024,7.84,4.88,6.08,6.08,20.397,20.36,8.13610077,2787.99920814186,4.10503005981445,1.44705251876997,0.173311002986062,0.230214120970885,459371.1,7.86078687080444,47.8902197363705,24.2494538715939,190.229953981314,29.860891119242,295718,6.7,3.3,10.2,21.57351808,98.4156007629672
Historical data,Mexico,MEX,Mexico_2007,Americas,Latin America & Caribbean,2007,6.525378227233887,6.617472433249158,18,-0.341457366943359,-0.729851603507996,-0.542932212352753,0.121899016201496,0.136410132050514,35,0.644,0.817,0.802,1,0.716,1,108302973,33776732,68190845,6335396,-309663,83306647,76.92,45.487,36.3088299068912,85.1,52.1,96.4,97.9146041870117,93.341269692706,99.2868423461914,11,6,6,51.8123016357422,30.2054595947266,18610.7314252761,14411.7451894036,48.9,1.2,4,14,4.2,13.1,37.2,24.68,17.009999999999998,59.910000000000004,29.2680434728356,27.527235888679,3.96684905458234,3.99,3.419,3.63,3.63,7.134,7.17,5.76644516,831.045360315607,4.69050979614258,0.401163917952381,0.226791802546841,0.292869549883306,457121,4.22076132665352,54.8882430103655,12.098562205818,71.0864832688465,34.6586702332879,1943950,4.1,1.5,6.7,23.14446696,99.9401651559611
Historical data,Czechia,CZE,Czechia_2007,Europe,Europe & Central Asia,2007,6.500194072723389,6.4024533948898315,19,0.321369081735611,1.0154139995575,0.87874394655227706,0.995283782482147,0.845191836357117,52,0.905,0.977,0.918,1,0.962,1,10298828,1470338,7336996,1491494,27262,7565828,73.463,61.434,43.5733305785251,100,100,100,100,100,100,9,5,8,99.7883224487305,85.7760925292969,33956.2459846788,26285.7011200096,26,0,0.1,0.2,0.1,0.2,0.7,39.5,6.2,47.7,63.6782481196559,66.1007691863238,2.85312437211172,6.73,4.222,5.32,5.32,10.748,10.74,5.98578405,1580.04796587395,3.84717988967896,1.42371628899144,0.355817576767402,0.459650252706739,124432.8,12.0822291623862,46.5592233009709,33.9971521035599,121.861339994212,34.3217216828479,77250,14.1,4.8,24,20.87395739,99.9677573474524
