Metric,Value,mtry,ntree,nodesize,run
RMSE,0.2,14,1500,5,1
MAE_PctOfMean,2.44,14,1500,5,1
RMSE_PctOfMean,3.52,14,1500,5,1
MAPE,2.84,14,1500,5,1
Adj_R2,96.04,14,1500,5,1
MeanActual,5.56,14,1500,5,1
MeanPredicted,5.56,14,1500,5,1
StDevActual,1.1,14,1500,5,1
StDevPredicted,1.05,14,1500,5,1
N_Obs,141,14,1500,5,1
N_Params,27,14,1500,5,1
MAE,0.14,14,1500,5,2
RMSE,0.2,14,1500,5,2
MAE_PctOfMean,2.46,14,1500,5,2
RMSE_PctOfMean,3.58,14,1500,5,2
MAPE,2.87,14,1500,5,2
Adj_R2,95.88,14,1500,5,2
MeanActual,5.56,14,1500,5,2
MeanPredicted,5.56,14,1500,5,2
StDevActual,1.1,14,1500,5,2
StDevPredicted,1.05,14,1500,5,2
N_Obs,141,14,1500,5,2
N_Params,27,14,1500,5,2
MAE,0.14,14,1500,5,3
RMSE,0.2,14,1500,5,3
MAE_PctOfMean,2.47,14,1500,5,3
RMSE_PctOfMean,3.57,14,1500,5,3
MAPE,2.87,14,1500,5,3
Adj_R2,95.92,14,1500,5,3
MeanActual,5.56,14,1500,5,3
MeanPredicted,5.56,14,1500,5,3
StDevActual,1.1,14,1500,5,3
StDevPredicted,1.05,14,1500,5,3
N_Obs,141,14,1500,5,3
N_Params,27,14,1500,5,3
MAE,0.14,14,1500,5,4
RMSE,0.2,14,1500,5,4
MAE_PctOfMean,2.45,14,1500,5,4
RMSE_PctOfMean,3.56,14,1500,5,4
MAPE,2.85,14,1500,5,4
Adj_R2,95.94,14,1500,5,4
MeanActual,5.56,14,1500,5,4
MeanPredicted,5.56,14,1500,5,4
StDevActual,1.1,14,1500,5,4
StDevPredicted,1.05,14,1500,5,4
N_Obs,141,14,1500,5,4
N_Params,27,14,1500,5,4
MAE,0.14,14,1500,5,5
RMSE,0.2,14,1500,5,5
MAE_PctOfMean,2.43,14,1500,5,5
RMSE_PctOfMean,3.55,14,1500,5,5
MAPE,2.83,14,1500,5,5
Adj_R2,95.96,14,1500,5,5
MeanActual,5.56,14,1500,5,5
MeanPredicted,5.56,14,1500,5,5
StDevActual,1.1,14,1500,5,5
StDevPredicted,1.05,14,1500,5,5
N_Obs,141,14,1500,5,5
N_Params,27,14,1500,5,5
MAE,0.13,9,1500,5,1
RMSE,0.19,9,1500,5,1
MAE_PctOfMean,2.42,9,1500,5,1
RMSE_PctOfMean,3.48,9,1500,5,1
MAPE,2.83,9,1500,5,1
Adj_R2,96.12,9,1500,5,1
MeanActual,5.56,9,1500,5,1
MeanPredicted,5.56,9,1500,5,1
StDevActual,1.1,9,1500,5,1
StDevPredicted,1.05,9,1500,5,1
N_Obs,141,9,1500,5,1
N_Params,27,9,1500,5,1
MAE,0.13,9,1500,5,2
RMSE,0.19,9,1500,5,2
MAE_PctOfMean,2.4,9,1500,5,2
RMSE_PctOfMean,3.46,9,1500,5,2
MAPE,2.79,9,1500,5,2
Adj_R2,96.17,9,1500,5,2
MeanActual,5.56,9,1500,5,2
MeanPredicted,5.56,9,1500,5,2
StDevActual,1.1,9,1500,5,2
StDevPredicted,1.05,9,1500,5,2
N_Obs,141,9,1500,5,2
N_Params,27,9,1500,5,2
MAE,0.13,9,1500,5,3
RMSE,0.19,9,1500,5,3
MAE_PctOfMean,2.39,9,1500,5,3
RMSE_PctOfMean,3.44,9,1500,5,3
MAPE,2.79,9,1500,5,3
Adj_R2,96.21,9,1500,5,3
MeanActual,5.56,9,1500,5,3
MeanPredicted,5.56,9,1500,5,3
StDevActual,1.1,9,1500,5,3
StDevPredicted,1.05,9,1500,5,3
N_Obs,141,9,1500,5,3
N_Params,27,9,1500,5,3
MAE,0.13,9,1500,5,4
RMSE,0.19,9,1500,5,4
MAE_PctOfMean,2.4,9,1500,5,4
RMSE_PctOfMean,3.45,9,1500,5,4
MAPE,2.8,9,1500,5,4
Adj_R2,96.18,9,1500,5,4
MeanActual,5.56,9,1500,5,4
MeanPredicted,5.56,9,1500,5,4
StDevActual,1.1,9,1500,5,4
StDevPredicted,1.05,9,1500,5,4
N_Obs,141,9,1500,5,4
N_Params,27,9,1500,5,4
MAE,0.13,9,1500,5,5
RMSE,0.19,9,1500,5,5
MAE_PctOfMean,2.4,9,1500,5,5
RMSE_PctOfMean,3.4,9,1500,5,5
MAPE,2.79,9,1500,5,5
Adj_R2,96.3,9,1500,5,5
MeanActual,5.56,9,1500,5,5
MeanPredicted,5.55,9,1500,5,5
StDevActual,1.1,9,1500,5,5
StDevPredicted,1.05,9,1500,5,5
N_Obs,141,9,1500,5,5
N_Params,27,9,1500,5,5
MAE,0.14,7,1500,5,1
RMSE,0.19,7,1500,5,1
MAE_PctOfMean,2.44,7,1500,5,1
RMSE_PctOfMean,3.47,7,1500,5,1
MAPE,2.85,7,1500,5,1
Adj_R2,96.14,7,1500,5,1
MeanActual,5.56,7,1500,5,1
MeanPredicted,5.55,7,1500,5,1
StDevActual,1.1,7,1500,5,1
StDevPredicted,1.05,7,1500,5,1
N_Obs,141,7,1500,5,1
N_Params,27,7,1500,5,1
MAE,0.14,7,1500,5,2
RMSE,0.19,7,1500,5,2
MAE_PctOfMean,2.43,7,1500,5,2
RMSE_PctOfMean,3.46,7,1500,5,2
MAPE,2.85,7,1500,5,2
Adj_R2,96.17,7,1500,5,2
MeanActual,5.56,7,1500,5,2
MeanPredicted,5.55,7,1500,5,2
StDevActual,1.1,7,1500,5,2
StDevPredicted,1.04,7,1500,5,2
N_Obs,141,7,1500,5,2
N_Params,27,7,1500,5,2
MAE,0.13,7,1500,5,3
RMSE,0.19,7,1500,5,3
MAE_PctOfMean,2.43,7,1500,5,3
RMSE_PctOfMean,3.44,7,1500,5,3
MAPE,2.82,7,1500,5,3
Adj_R2,96.22,7,1500,5,3
MeanActual,5.56,7,1500,5,3
MeanPredicted,5.55,7,1500,5,3
StDevActual,1.1,7,1500,5,3
StDevPredicted,1.04,7,1500,5,3
N_Obs,141,7,1500,5,3
N_Params,27,7,1500,5,3
MAE,0.13,7,1500,5,4
RMSE,0.19,7,1500,5,4
MAE_PctOfMean,2.41,7,1500,5,4
RMSE_PctOfMean,3.47,7,1500,5,4
MAPE,2.82,7,1500,5,4
Adj_R2,96.13,7,1500,5,4
MeanActual,5.56,7,1500,5,4
MeanPredicted,5.56,7,1500,5,4
StDevActual,1.1,7,1500,5,4
StDevPredicted,1.04,7,1500,5,4
N_Obs,141,7,1500,5,4
N_Params,27,7,1500,5,4
MAE,0.14,7,1500,5,5
RMSE,0.19,7,1500,5,5
MAE_PctOfMean,2.44,7,1500,5,5
RMSE_PctOfMean,3.43,7,1500,5,5
MAPE,2.83,7,1500,5,5
Adj_R2,96.22,7,1500,5,5
MeanActual,5.56,7,1500,5,5
MeanPredicted,5.55,7,1500,5,5
StDevActual,1.1,7,1500,5,5
StDevPredicted,1.05,7,1500,5,5
N_Obs,141,7,1500,5,5
N_Params,27,7,1500,5,5
MAE,0.14,5,1500,5,1
RMSE,0.19,5,1500,5,1
MAE_PctOfMean,2.43,5,1500,5,1
RMSE_PctOfMean,3.46,5,1500,5,1
MAPE,2.83,5,1500,5,1
Adj_R2,96.18,5,1500,5,1
MeanActual,5.56,5,1500,5,1
MeanPredicted,5.55,5,1500,5,1
StDevActual,1.1,5,1500,5,1
StDevPredicted,1.04,5,1500,5,1
N_Obs,141,5,1500,5,1
N_Params,27,5,1500,5,1
MAE,0.14,5,1500,5,2
RMSE,0.19,5,1500,5,2
MAE_PctOfMean,2.48,5,1500,5,2
RMSE_PctOfMean,3.49,5,1500,5,2
MAPE,2.88,5,1500,5,2
Adj_R2,96.1,5,1500,5,2
MeanActual,5.56,5,1500,5,2
MeanPredicted,5.55,5,1500,5,2
StDevActual,1.1,5,1500,5,2
StDevPredicted,1.04,5,1500,5,2
N_Obs,141,5,1500,5,2
N_Params,27,5,1500,5,2
MAE,0.14,5,1500,5,3
RMSE,0.19,5,1500,5,3
MAE_PctOfMean,2.44,5,1500,5,3
RMSE_PctOfMean,3.44,5,1500,5,3
MAPE,2.84,5,1500,5,3
Adj_R2,96.21,5,1500,5,3
MeanActual,5.56,5,1500,5,3
MeanPredicted,5.55,5,1500,5,3
StDevActual,1.1,5,1500,5,3
StDevPredicted,1.04,5,1500,5,3
N_Obs,141,5,1500,5,3
N_Params,27,5,1500,5,3
MAE,0.14,5,1500,5,4
RMSE,0.19,5,1500,5,4
MAE_PctOfMean,2.46,5,1500,5,4
RMSE_PctOfMean,3.49,5,1500,5,4
MAPE,2.87,5,1500,5,4
Adj_R2,96.11,5,1500,5,4
MeanActual,5.56,5,1500,5,4
MeanPredicted,5.55,5,1500,5,4
StDevActual,1.1,5,1500,5,4
StDevPredicted,1.04,5,1500,5,4
N_Obs,141,5,1500,5,4
N_Params,27,5,1500,5,4
MAE,0.14,5,1500,5,5
RMSE,0.19,5,1500,5,5
MAE_PctOfMean,2.52,5,1500,5,5
RMSE_PctOfMean,3.5,5,1500,5,5
MAPE,2.92,5,1500,5,5
Adj_R2,96.07,5,1500,5,5
MeanActual,5.56,5,1500,5,5
MeanPredicted,5.55,5,1500,5,5
StDevActual,1.1,5,1500,5,5
StDevPredicted,1.04,5,1500,5,5
N_Obs,141,5,1500,5,5
N_Params,27,5,1500,5,5
MAE,0.14,4,1500,5,1
RMSE,0.2,4,1500,5,1
MAE_PctOfMean,2.54,4,1500,5,1
RMSE_PctOfMean,3.55,4,1500,5,1
MAPE,2.94,4,1500,5,1
Adj_R2,95.97,4,1500,5,1
MeanActual,5.56,4,1500,5,1
MeanPredicted,5.54,4,1500,5,1
StDevActual,1.1,4,1500,5,1
StDevPredicted,1.04,4,1500,5,1
N_Obs,141,4,1500,5,1
N_Params,27,4,1500,5,1
MAE,0.14,4,1500,5,2
RMSE,0.19,4,1500,5,2
MAE_PctOfMean,2.48,4,1500,5,2
RMSE_PctOfMean,3.49,4,1500,5,2
MAPE,2.89,4,1500,5,2
Adj_R2,96.1,4,1500,5,2
MeanActual,5.56,4,1500,5,2
MeanPredicted,5.55,4,1500,5,2
StDevActual,1.1,4,1500,5,2
StDevPredicted,1.04,4,1500,5,2
N_Obs,141,4,1500,5,2
N_Params,27,4,1500,5,2
MAE,0.14,4,1500,5,3
RMSE,0.2,4,1500,5,3
MAE_PctOfMean,2.54,4,1500,5,3
RMSE_PctOfMean,3.55,4,1500,5,3
MAPE,2.95,4,1500,5,3
Adj_R2,95.97,4,1500,5,3
MeanActual,5.56,4,1500,5,3
MeanPredicted,5.54,4,1500,5,3
StDevActual,1.1,4,1500,5,3
StDevPredicted,1.03,4,1500,5,3
N_Obs,141,4,1500,5,3
N_Params,27,4,1500,5,3
MAE,0.14,4,1500,5,4
RMSE,0.2,4,1500,5,4
MAE_PctOfMean,2.53,4,1500,5,4
RMSE_PctOfMean,3.52,4,1500,5,4
MAPE,2.93,4,1500,5,4
Adj_R2,96.02,4,1500,5,4
MeanActual,5.56,4,1500,5,4
MeanPredicted,5.55,4,1500,5,4
StDevActual,1.1,4,1500,5,4
StDevPredicted,1.03,4,1500,5,4
N_Obs,141,4,1500,5,4
N_Params,27,4,1500,5,4
MAE,0.14,4,1500,5,5
RMSE,0.2,4,1500,5,5
MAE_PctOfMean,2.53,4,1500,5,5
RMSE_PctOfMean,3.55,4,1500,5,5
MAPE,2.94,4,1500,5,5
Adj_R2,95.97,4,1500,5,5
MeanActual,5.56,4,1500,5,5
MeanPredicted,5.55,4,1500,5,5
StDevActual,1.1,4,1500,5,5
StDevPredicted,1.03,4,1500,5,5
N_Obs,141,4,1500,5,5
N_Params,27,4,1500,5,5
MAE,0.14,4,1500,5,1
RMSE,0.2,4,1500,5,1
MAE_PctOfMean,2.53,4,1500,5,1
RMSE_PctOfMean,3.54,4,1500,5,1
MAPE,2.94,4,1500,5,1
Adj_R2,95.99,4,1500,5,1
MeanActual,5.56,4,1500,5,1
MeanPredicted,5.55,4,1500,5,1
StDevActual,1.1,4,1500,5,1
StDevPredicted,1.03,4,1500,5,1
N_Obs,141,4,1500,5,1
N_Params,27,4,1500,5,1
MAE,0.14,4,1500,5,2
RMSE,0.2,4,1500,5,2
MAE_PctOfMean,2.55,4,1500,5,2
RMSE_PctOfMean,3.56,4,1500,5,2
MAPE,2.96,4,1500,5,2
Adj_R2,95.93,4,1500,5,2
MeanActual,5.56,4,1500,5,2
MeanPredicted,5.55,4,1500,5,2
StDevActual,1.1,4,1500,5,2
StDevPredicted,1.03,4,1500,5,2
N_Obs,141,4,1500,5,2
N_Params,27,4,1500,5,2
MAE,0.14,4,1500,5,3
RMSE,0.2,4,1500,5,3
MAE_PctOfMean,2.54,4,1500,5,3
RMSE_PctOfMean,3.54,4,1500,5,3
MAPE,2.95,4,1500,5,3
Adj_R2,95.98,4,1500,5,3
MeanActual,5.56,4,1500,5,3
MeanPredicted,5.55,4,1500,5,3
StDevActual,1.1,4,1500,5,3
StDevPredicted,1.04,4,1500,5,3
N_Obs,141,4,1500,5,3
N_Params,27,4,1500,5,3
MAE,0.14,4,1500,5,4
RMSE,0.2,4,1500,5,4
MAE_PctOfMean,2.52,4,1500,5,4
RMSE_PctOfMean,3.53,4,1500,5,4
MAPE,2.93,4,1500,5,4
Adj_R2,96.01,4,1500,5,4
MeanActual,5.56,4,1500,5,4
MeanPredicted,5.55,4,1500,5,4
StDevActual,1.1,4,1500,5,4
StDevPredicted,1.04,4,1500,5,4
N_Obs,141,4,1500,5,4
N_Params,27,4,1500,5,4
MAE,0.14,4,1500,5,5
RMSE,0.2,4,1500,5,5
MAE_PctOfMean,2.53,4,1500,5,5
RMSE_PctOfMean,3.54,4,1500,5,5
MAPE,2.94,4,1500,5,5
Adj_R2,95.99,4,1500,5,5
MeanActual,5.56,4,1500,5,5
MeanPredicted,5.54,4,1500,5,5
StDevActual,1.1,4,1500,5,5
StDevPredicted,1.03,4,1500,5,5
N_Obs,141,4,1500,5,5
N_Params,27,4,1500,5,5
MAE,0.15,3,1500,5,1
RMSE,0.2,3,1500,5,1
MAE_PctOfMean,2.63,3,1500,5,1
RMSE_PctOfMean,3.64,3,1500,5,1
MAPE,3.04,3,1500,5,1
Adj_R2,95.76,3,1500,5,1
MeanActual,5.56,3,1500,5,1
MeanPredicted,5.54,3,1500,5,1
StDevActual,1.1,3,1500,5,1
StDevPredicted,1.03,3,1500,5,1
N_Obs,141,3,1500,5,1
N_Params,27,3,1500,5,1
MAE,0.15,3,1500,5,2
RMSE,0.2,3,1500,5,2
MAE_PctOfMean,2.65,3,1500,5,2
RMSE_PctOfMean,3.63,3,1500,5,2
MAPE,3.06,3,1500,5,2
Adj_R2,95.78,3,1500,5,2
MeanActual,5.56,3,1500,5,2
MeanPredicted,5.54,3,1500,5,2
StDevActual,1.1,3,1500,5,2
StDevPredicted,1.03,3,1500,5,2
N_Obs,141,3,1500,5,2
N_Params,27,3,1500,5,2
MAE,0.15,3,1500,5,3
RMSE,0.21,3,1500,5,3
MAE_PctOfMean,2.67,3,1500,5,3
RMSE_PctOfMean,3.69,3,1500,5,3
MAPE,3.08,3,1500,5,3
Adj_R2,95.65,3,1500,5,3
MeanActual,5.56,3,1500,5,3
MeanPredicted,5.53,3,1500,5,3
StDevActual,1.1,3,1500,5,3
StDevPredicted,1.02,3,1500,5,3
N_Obs,141,3,1500,5,3
N_Params,27,3,1500,5,3
MAE,0.15,3,1500,5,4
RMSE,0.2,3,1500,5,4
MAE_PctOfMean,2.69,3,1500,5,4
RMSE_PctOfMean,3.66,3,1500,5,4
MAPE,3.09,3,1500,5,4
Adj_R2,95.7,3,1500,5,4
MeanActual,5.56,3,1500,5,4
MeanPredicted,5.54,3,1500,5,4
StDevActual,1.1,3,1500,5,4
StDevPredicted,1.02,3,1500,5,4
N_Obs,141,3,1500,5,4
N_Params,27,3,1500,5,4
MAE,0.15,3,1500,5,5
RMSE,0.21,3,1500,5,5
MAE_PctOfMean,2.68,3,1500,5,5
RMSE_PctOfMean,3.7,3,1500,5,5
MAPE,3.1,3,1500,5,5
Adj_R2,95.61,3,1500,5,5
MeanActual,5.56,3,1500,5,5
MeanPredicted,5.54,3,1500,5,5
StDevActual,1.1,3,1500,5,5
StDevPredicted,1.02,3,1500,5,5
N_Obs,141,3,1500,5,5
N_Params,27,3,1500,5,5
MAE,0.15,14,100,7,1
RMSE,0.21,14,100,7,1
MAE_PctOfMean,2.62,14,100,7,1
RMSE_PctOfMean,3.75,14,100,7,1
MAPE,3.05,14,100,7,1
Adj_R2,95.5,14,100,7,1
MeanActual,5.56,14,100,7,1
MeanPredicted,5.57,14,100,7,1
StDevActual,1.1,14,100,7,1
StDevPredicted,1.05,14,100,7,1
N_Obs,141,14,100,7,1
N_Params,27,14,100,7,1
MAE,0.14,14,100,7,2
RMSE,0.2,14,100,7,2
MAE_PctOfMean,2.5,14,100,7,2
RMSE_PctOfMean,3.59,14,100,7,2
MAPE,2.91,14,100,7,2
Adj_R2,95.87,14,100,7,2
MeanActual,5.56,14,100,7,2
MeanPredicted,5.56,14,100,7,2
StDevActual,1.1,14,100,7,2
StDevPredicted,1.05,14,100,7,2
N_Obs,141,14,100,7,2
N_Params,27,14,100,7,2
MAE,0.15,14,100,7,3
RMSE,0.21,14,100,7,3
MAE_PctOfMean,2.63,14,100,7,3
RMSE_PctOfMean,3.69,14,100,7,3
MAPE,3.07,14,100,7,3
Adj_R2,95.63,14,100,7,3
MeanActual,5.56,14,100,7,3
MeanPredicted,5.56,14,100,7,3
StDevActual,1.1,14,100,7,3
StDevPredicted,1.05,14,100,7,3
N_Obs,141,14,100,7,3
N_Params,27,14,100,7,3
MAE,0.14,14,100,7,4
RMSE,0.2,14,100,7,4
MAE_PctOfMean,2.51,14,100,7,4
RMSE_PctOfMean,3.68,14,100,7,4
MAPE,2.95,14,100,7,4
Adj_R2,95.65,14,100,7,4
MeanActual,5.56,14,100,7,4
MeanPredicted,5.56,14,100,7,4
StDevActual,1.1,14,100,7,4
StDevPredicted,1.05,14,100,7,4
N_Obs,141,14,100,7,4
N_Params,27,14,100,7,4
MAE,0.14,14,100,7,5
RMSE,0.21,14,100,7,5
MAE_PctOfMean,2.58,14,100,7,5
RMSE_PctOfMean,3.81,14,100,7,5
MAPE,3.04,14,100,7,5
Adj_R2,95.36,14,100,7,5
MeanActual,5.56,14,100,7,5
MeanPredicted,5.56,14,100,7,5
StDevActual,1.1,14,100,7,5
StDevPredicted,1.05,14,100,7,5
N_Obs,141,14,100,7,5
N_Params,27,14,100,7,5
MAE,0.14,9,100,7,1
RMSE,0.19,9,100,7,1
MAE_PctOfMean,2.47,9,100,7,1
RMSE_PctOfMean,3.5,9,100,7,1
MAPE,2.91,9,100,7,1
Adj_R2,96.07,9,100,7,1
MeanActual,5.56,9,100,7,1
MeanPredicted,5.56,9,100,7,1
StDevActual,1.1,9,100,7,1
StDevPredicted,1.04,9,100,7,1
N_Obs,141,9,100,7,1
N_Params,27,9,100,7,1
MAE,0.14,9,100,7,2
RMSE,0.2,9,100,7,2
MAE_PctOfMean,2.47,9,100,7,2
RMSE_PctOfMean,3.51,9,100,7,2
MAPE,2.92,9,100,7,2
Adj_R2,96.05,9,100,7,2
MeanActual,5.56,9,100,7,2
MeanPredicted,5.56,9,100,7,2
StDevActual,1.1,9,100,7,2
StDevPredicted,1.04,9,100,7,2
N_Obs,141,9,100,7,2
N_Params,27,9,100,7,2
MAE,0.14,9,100,7,3
RMSE,0.2,9,100,7,3
MAE_PctOfMean,2.59,9,100,7,3
RMSE_PctOfMean,3.66,9,100,7,3
MAPE,3.02,9,100,7,3
Adj_R2,95.71,9,100,7,3
MeanActual,5.56,9,100,7,3
MeanPredicted,5.56,9,100,7,3
StDevActual,1.1,9,100,7,3
StDevPredicted,1.04,9,100,7,3
N_Obs,141,9,100,7,3
N_Params,27,9,100,7,3
MAE,0.14,9,100,7,4
RMSE,0.19,9,100,7,4
MAE_PctOfMean,2.51,9,100,7,4
RMSE_PctOfMean,3.47,9,100,7,4
MAPE,2.88,9,100,7,4
Adj_R2,96.14,9,100,7,4
MeanActual,5.56,9,100,7,4
MeanPredicted,5.55,9,100,7,4
StDevActual,1.1,9,100,7,4
StDevPredicted,1.04,9,100,7,4
N_Obs,141,9,100,7,4
N_Params,27,9,100,7,4
MAE,0.13,9,100,7,5
RMSE,0.19,9,100,7,5
MAE_PctOfMean,2.39,9,100,7,5
RMSE_PctOfMean,3.42,9,100,7,5
MAPE,2.78,9,100,7,5
Adj_R2,96.25,9,100,7,5
MeanActual,5.56,9,100,7,5
MeanPredicted,5.55,9,100,7,5
StDevActual,1.1,9,100,7,5
StDevPredicted,1.05,9,100,7,5
N_Obs,141,9,100,7,5
N_Params,27,9,100,7,5
MAE,0.14,7,100,7,1
RMSE,0.2,7,100,7,1
MAE_PctOfMean,2.47,7,100,7,1
RMSE_PctOfMean,3.57,7,100,7,1
MAPE,2.89,7,100,7,1
Adj_R2,95.92,7,100,7,1
MeanActual,5.56,7,100,7,1
MeanPredicted,5.55,7,100,7,1
StDevActual,1.1,7,100,7,1
StDevPredicted,1.04,7,100,7,1
N_Obs,141,7,100,7,1
N_Params,27,7,100,7,1
MAE,0.14,7,100,7,2
RMSE,0.2,7,100,7,2
MAE_PctOfMean,2.54,7,100,7,2
RMSE_PctOfMean,3.64,7,100,7,2
MAPE,2.96,7,100,7,2
Adj_R2,95.75,7,100,7,2
MeanActual,5.56,7,100,7,2
MeanPredicted,5.56,7,100,7,2
StDevActual,1.1,7,100,7,2
StDevPredicted,1.04,7,100,7,2
N_Obs,141,7,100,7,2
N_Params,27,7,100,7,2
MAE,0.14,7,100,7,3
RMSE,0.21,7,100,7,3
MAE_PctOfMean,2.57,7,100,7,3
RMSE_PctOfMean,3.69,7,100,7,3
MAPE,2.99,7,100,7,3
Adj_R2,95.63,7,100,7,3
MeanActual,5.56,7,100,7,3
MeanPredicted,5.55,7,100,7,3
StDevActual,1.1,7,100,7,3
StDevPredicted,1.04,7,100,7,3
N_Obs,141,7,100,7,3
N_Params,27,7,100,7,3
MAE,0.14,7,100,7,4
RMSE,0.2,7,100,7,4
MAE_PctOfMean,2.53,7,100,7,4
RMSE_PctOfMean,3.68,7,100,7,4
MAPE,2.97,7,100,7,4
Adj_R2,95.66,7,100,7,4
MeanActual,5.56,7,100,7,4
MeanPredicted,5.56,7,100,7,4
StDevActual,1.1,7,100,7,4
StDevPredicted,1.04,7,100,7,4
N_Obs,141,7,100,7,4
N_Params,27,7,100,7,4
MAE,0.14,7,100,7,5
RMSE,0.21,7,100,7,5
MAE_PctOfMean,2.57,7,100,7,5
RMSE_PctOfMean,3.71,7,100,7,5
MAPE,3.02,7,100,7,5
Adj_R2,95.6,7,100,7,5
MeanActual,5.56,7,100,7,5
MeanPredicted,5.56,7,100,7,5
StDevActual,1.1,7,100,7,5
StDevPredicted,1.04,7,100,7,5
N_Obs,141,7,100,7,5
N_Params,27,7,100,7,5
MAE,0.14,5,100,7,1
RMSE,0.2,5,100,7,1
MAE_PctOfMean,2.59,5,100,7,1
RMSE_PctOfMean,3.62,5,100,7,1
MAPE,2.99,5,100,7,1
Adj_R2,95.8,5,100,7,1
MeanActual,5.56,5,100,7,1
MeanPredicted,5.54,5,100,7,1
StDevActual,1.1,5,100,7,1
StDevPredicted,1.04,5,100,7,1
N_Obs,141,5,100,7,1
N_Params,27,5,100,7,1
MAE,0.14,5,100,7,2
RMSE,0.2,5,100,7,2
MAE_PctOfMean,2.54,5,100,7,2
RMSE_PctOfMean,3.59,5,100,7,2
MAPE,2.96,5,100,7,2
Adj_R2,95.86,5,100,7,2
MeanActual,5.56,5,100,7,2
MeanPredicted,5.56,5,100,7,2
StDevActual,1.1,5,100,7,2
StDevPredicted,1.04,5,100,7,2
N_Obs,141,5,100,7,2
N_Params,27,5,100,7,2
MAE,0.15,5,100,7,3
RMSE,0.21,5,100,7,3
MAE_PctOfMean,2.66,5,100,7,3
RMSE_PctOfMean,3.81,5,100,7,3
MAPE,3.11,5,100,7,3
Adj_R2,95.35,5,100,7,3
MeanActual,5.56,5,100,7,3
MeanPredicted,5.54,5,100,7,3
StDevActual,1.1,5,100,7,3
StDevPredicted,1.03,5,100,7,3
N_Obs,141,5,100,7,3
N_Params,27,5,100,7,3
MAE,0.14,5,100,7,4
RMSE,0.2,5,100,7,4
MAE_PctOfMean,2.56,5,100,7,4
RMSE_PctOfMean,3.57,5,100,7,4
MAPE,2.94,5,100,7,4
Adj_R2,95.91,5,100,7,4
MeanActual,5.56,5,100,7,4
MeanPredicted,5.55,5,100,7,4
StDevActual,1.1,5,100,7,4
StDevPredicted,1.04,5,100,7,4
N_Obs,141,5,100,7,4
N_Params,27,5,100,7,4
MAE,0.14,5,100,7,5
RMSE,0.2,5,100,7,5
MAE_PctOfMean,2.5,5,100,7,5
RMSE_PctOfMean,3.55,5,100,7,5
MAPE,2.89,5,100,7,5
Adj_R2,95.96,5,100,7,5
MeanActual,5.56,5,100,7,5
MeanPredicted,5.55,5,100,7,5
StDevActual,1.1,5,100,7,5
StDevPredicted,1.04,5,100,7,5
N_Obs,141,5,100,7,5
N_Params,27,5,100,7,5
MAE,0.15,4,100,7,1
RMSE,0.21,4,100,7,1
MAE_PctOfMean,2.66,4,100,7,1
RMSE_PctOfMean,3.75,4,100,7,1
MAPE,3.12,4,100,7,1
Adj_R2,95.49,4,100,7,1
MeanActual,5.56,4,100,7,1
MeanPredicted,5.55,4,100,7,1
StDevActual,1.1,4,100,7,1
StDevPredicted,1.03,4,100,7,1
N_Obs,141,4,100,7,1
N_Params,27,4,100,7,1
MAE,0.15,4,100,7,2
RMSE,0.2,4,100,7,2
MAE_PctOfMean,2.62,4,100,7,2
RMSE_PctOfMean,3.68,4,100,7,2
MAPE,3.06,4,100,7,2
Adj_R2,95.67,4,100,7,2
MeanActual,5.56,4,100,7,2
MeanPredicted,5.55,4,100,7,2
StDevActual,1.1,4,100,7,2
StDevPredicted,1.04,4,100,7,2
N_Obs,141,4,100,7,2
N_Params,27,4,100,7,2
MAE,0.15,4,100,7,3
RMSE,0.21,4,100,7,3
MAE_PctOfMean,2.74,4,100,7,3
RMSE_PctOfMean,3.85,4,100,7,3
MAPE,3.19,4,100,7,3
Adj_R2,95.26,4,100,7,3
MeanActual,5.56,4,100,7,3
MeanPredicted,5.54,4,100,7,3
StDevActual,1.1,4,100,7,3
StDevPredicted,1.02,4,100,7,3
N_Obs,141,4,100,7,3
N_Params,27,4,100,7,3
MAE,0.15,4,100,7,4
RMSE,0.21,4,100,7,4
MAE_PctOfMean,2.73,4,100,7,4
RMSE_PctOfMean,3.73,4,100,7,4
MAPE,3.17,4,100,7,4
Adj_R2,95.53,4,100,7,4
MeanActual,5.56,4,100,7,4
MeanPredicted,5.54,4,100,7,4
StDevActual,1.1,4,100,7,4
StDevPredicted,1.04,4,100,7,4
N_Obs,141,4,100,7,4
N_Params,27,4,100,7,4
MAE,0.15,4,100,7,5
RMSE,0.2,4,100,7,5
MAE_PctOfMean,2.62,4,100,7,5
RMSE_PctOfMean,3.65,4,100,7,5
MAPE,3.06,4,100,7,5
Adj_R2,95.73,4,100,7,5
MeanActual,5.56,4,100,7,5
MeanPredicted,5.55,4,100,7,5
StDevActual,1.1,4,100,7,5
StDevPredicted,1.03,4,100,7,5
N_Obs,141,4,100,7,5
N_Params,27,4,100,7,5
MAE,0.14,4,100,7,1
RMSE,0.2,4,100,7,1
MAE_PctOfMean,2.55,4,100,7,1
RMSE_PctOfMean,3.65,4,100,7,1
MAPE,2.97,4,100,7,1
Adj_R2,95.74,4,100,7,1
MeanActual,5.56,4,100,7,1
MeanPredicted,5.55,4,100,7,1
StDevActual,1.1,4,100,7,1
StDevPredicted,1.04,4,100,7,1
