term,HappinessScore
H_AirPollutionMeanExpPctOfPop,0.5113835163770729
H_AirPollutionOverExpPctOfPop,0.4672078006046815
H_TotalSuicideRate,0.1416322907052941
H_MaleSuicideRate,0.13393956683429004
H_FemaleSuicideRate,0.12396401739893073
